review,target,title,airline
New and safe planes. Meal is good. Mostly on time. Overall good service. Could improve on entertainment a little. But all in all 5*.,Positive,Few times a year on Biman,Biman_Bangladesh_Airlines
Flew business class from Bkk to Dac and was absolutely worth it given the price. Check in was fast with 45kgs allowed for the 2 hour flight. Fast track enabled quick security check and immigration. I was given access to the miracle lounge near the gate which was decent and comfortable. Biman uses the old 737 800 which has the old type business class seats. No tv though but really didn't matter for the 2 hour flight. Only thing missing was the foot rest which would have made it perfect. Seats were spacious and comfortable with sufficient recline. Onboard service was warm and friendly and courteous. Food was good and filling and menu had good options. On arrival seperate cars were available for business class passengers which enabled us to reach immigration faster. Would definitely recommend biman's business class more so due to the convenient timing b/c a quick nap between 4pm to 6 pm is perfect for this type of cabin. Thank you.,Positive,Very comfortable and convenient!,Biman_Bangladesh_Airlines
"Being a frequent traveller I mostly fly Emirates, Saudia, Qatar, gulf air. Had a really bad experience with Biman a while ago so decided to fly with Biman business class this time. Booked online and no problem at all. Check in superb the airport lounge was nice and clean. Lovely London Sylhet flight with superb service. Return flight was not brilliant as I had to come to Sylhet airport at 3 am for the 10 am flight from Dhaka. The Maslin lounge wasnâ€™t brilliant in my view, the food wasnâ€™t fresh. Slept all the way to Heathrow. Woke up and almost could see the London Eye. Much improved and was really nice crew. Hoping to go soon again and hope to see the same service at least if not better!!",Positive,A M A Z I N G,Biman_Bangladesh_Airlines
If you doesn't have any money problem. Biman airways is only for low budget flights only.Have a great flight :),Mixed,was good but it could be better,Biman_Bangladesh_Airlines
"Flew with this aircraft from Dhaka to Singapore and return. Food quality was not good at all. The LCD in front of me and many others were not working. Cabin crew also could not help. Staff were helpful. During return flight, check in experience was horrible. Long queue and they could not use the automatic check in system of Singapore. Bad smell from the rear lavatory was obnoxious. They must take care of all cleanliness aspects.",Negative,Needs improvement in many aspects,Biman_Bangladesh_Airlines
"All staff were friendly,specially thanks to Joya,i think she is from Bangladesh,she is very polite and focus orientated for the passenger request as well as i forgot another guy name he haven been working almost more than 15 year same company ,he is also very friendly,thanks a lot for all the team,next i will again travel same airlines .",Positive,excellent and good service,Biman_Bangladesh_Airlines
I've traveled most of the airline in South Asia except PIA. Among full service airlines I strongly recommend this airline. Pros:Service is good. Food is delicious if you like oriental taste.Very good on time record except during Hazz flight.Con:Destinations are limited.No online check-in option,Positive,Best in South Asia,Biman_Bangladesh_Airlines
"What a rubbish airline, fine it was 7 hours delays but for what reason They donâ€™t know what customer service is Very rude, If u ask any they keep say â€œgo and ask the other guyâ€ thatâ€™s what they all say ",Negative,May God help this airline,Biman_Bangladesh_Airlines
"There is certainly no value for money on the ticket for this route, but all alternatives are so much less convenient if you have limited time for your travels. As for flight itself, plane is simple - propeller one, but comfortable enough. Food is ok and everything else is pretty standard.",Mixed,"No value for money, but most convenient from Dhaka to Yangon",Biman_Bangladesh_Airlines
"I have used Biman before but not long haul. I chose this flight over other carriers because itâ€™s the only non-stop flight, itâ€™s baggage allowance was better and it was cheaper. I think the problem is that because of this, they can fill a huge plane every time so they donâ€™t have to try too hard on customer service. I was suspicious when our departure time changed to an hour earlier but arrival time didnâ€™t. When we arrived nice and early to check in, there was a queue but no staff and after 30 mins of waiting the departure time changed back 45mins later. Eventually we got checked in but had basically arrived an hour too early and had to hang around. When we went to the gate it was very full so we stood expecting that boarding would soon start. After an hour I went back out to the desk to see what the delay was and was told that the captain had not arrived!When the captain finally showed up and boarding began, a single door was opened and everyone barged through with no staff in sight. So we were told to come an hour early and ended up flying an hour and a half late. There was no apology or evening mention of delay and at no time was there any communication from airline or airport staff. It is an 11 hour flight and there are 2 very basic meals. By midday I had been up 7 hours with nothing but an airport coffee in my stomach and I was given a cup of tepid water. At sometime between the 2 meals I was staring at my broken screen and I was in need of a snack. No staff were in the aisles so I went to the galley. There were self service soft drinks so I got the tepid water and asked if there were snacks. I was given some very dry cake which I was told was â€˜absolutely freeâ€™. No, they havenâ€™t quite got the international carrier concept but then they donâ€™t care. ",Negative,Customer care is ZERO,Biman_Bangladesh_Airlines
